0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-4.6492,3.3264,0.55089,4.8525,2.9752,-1.4109,2.1088,0.63562,3.6443,0.7187,-0.55657,2.9995,0.63043,-1.7591,-1.7755,-0.58892,-0.096754,1.5186,2.0185,0.64621,0.47683,3.141,-0.29437,0.0019135,-1.1939,-1.8004,3.1874,1.0198,2.5225,4.4532,5.2307,1.5259,1.8615,-2.7685,1.8271,-1.0317,-3.4391,2.4585,-1.1029,-0.8611,4.319,-0.10248,1.5346,2.2997,1.7032,1.9267,1.6115,0.98616,4.6243,3.8983
-1.3259,5.6131,1.2305,1.9581,4.861,-0.10224,0.80582,1.5758,2.808,1.4334,0.11345,6.6248,3.208,1.1338,1.82,5.6674,2.3928,1.9052,2.4837,2.8939,0.28305,5.4651,4.0104,2.0091,-2.8938,0.12724,-0.68005,0.95943,2.8005,0.65649,1.1691,4.2062,-0.75833,-2.0237,-1.2413,-1.8847,-1.0307,1.7078,-1.1966,-1.3947,-0.30451,0.073451,-0.93419,1.2423,3.408,4.1466,-0.0063781,0.78694,-1.1641,1.4773
4.0114,2.8347,0.62181,-1.233,-0.74954,-2.0972,0.090175,1.5991,3.6825,2.0076,5.0182,1.8816,2.0111,0.11805,2.716,3.2484,0.25454,0.82098,1.6814,2.9302,-0.54124,0.037951,1.4248,-3.0463,-1.9878,0.49134,0.032538,-2.6093,0.9013,1.9369,-0.72154,1.5418,-1.3791,-0.31382,-3.5178,1.2297,0.12186,-1.3526,0.67411,-3.4489,-0.5418,-0.86074,-1.3285,2.6109,0.68391,2.7743,-0.53211,-0.69354,-1.7828,0.61296
2.7945,4.1486,2.0306,-0.98156,-3.6542,2.2322,-0.70075,-0.11635,2.0991,2.7048,2.6249,0.081575,0.68753,0.67962,1.8093,-4.2633,1.7398,-0.98921,5.4343,1.401,-1.3841,2.6696,2.5628,2.1565,0.77843,-0.17089,0.55867,-0.8009,-2.5705,2.2476,-3.8927,0.55651,-1.4555,-1.4584,-2.7408,3.0959,0.50414,-4.5314,-2.3326,1.4257,-1.7394,-2.663,-0.76341,0.43071,0.008604,-4.6948,-4.1497,0.8678,1.4858,-2.0994
-0.92833,1.9681,3.6548,2.6902,-1.0798,2.6048,1.0075,4.5398,1.4412,2.1606,-0.15419,-1.0256,1.6984,5.5282,6.1983,-0.65424,0.30732,1.6668,0.99296,0.97559,3.0412,-1.5285,4.0083,1.7666,1.0993,-0.080518,2.2883,1.9648,-2.4239,-0.59055,-1.4442,3.3406,1.4188,0.83275,-0.39057,-1.2388,-0.10682,-2.334,-1.5267,-2.7427,0.27586,-2.2802,-1.8841,0.44062,2.6991,-3.8866,-3.4091,-2.475,-1.0124,-2.0295
-2.5459,-0.19802,2.2902,2.1109,-1.5202,0.45355,3.4386,1.967,0.89041,-0.10438,-1.7847,-1.3057,1.4835,0.12477,0.73711,0.0067092,-0.097525,1.5443,1.6339,2.768,0.75128,-1.8615,1.5924,-1.029,-1.3191,-0.30458,1.6902,0.46018,-1.4497,-2.1575,-0.84476,1.147,-2.4076,1.7378,1.3032,0.62978,0.04565,1.9415,2.2504,0.87237,3.228,-0.65818,-2.7974,-1.1679,2.3875,0.67869,-0.035247,-0.18472,3.6042,-0.64598
3.2133,-3.272,-1.4637,3.1353,0.94585,-3.2111,-1.3336,-1.6946,-1.298,1.1379,-3.1913,0.56929,-0.51447,-3.2251,-3.2615,0.5934,3.6382,1.6797,-1.4107,0.9999,-0.37418,-2.6833,-1.2878,-1.6044,-3.8024,-1.5548,6.5749,1.6108,0.45762,3.9939,1.1664,0.6094,-0.085415,3.0454,1.8079,1.542,3.1037,2.3068,6.9199,4.2024,-2.1928,-1.0373,-3.1462,-2.4268,-3.0448,1.4557,0.097758,-0.77113,3.4938,1.8252
-0.7796,-3.6962,0.27208,0.0051903,0.10443,-0.76716,-1.3607,-1.077,-3.8839,-0.3264,-2.1859,1.181,1.0682,0.16142,0.98852,1.0709,5.9003,2.1475,-0.92353,0.80125,-2.4255,-0.026826,0.77324,2.6694,0.86947,0.58376,1.2877,0.97493,0.83732,1.5709,-0.28494,-3.477,-2.8798,0.1546,0.78109,-2.2207,-0.14658,1.6639,2.8273,0.17109,-2.1795,0.42241,2.1541,-2.4148,-2.8895,2.214,2.0248,2.4807,2.1322,2.4271
-2.7445,-2.8288,1.4757,-0.92152,-3.3461,-3.1121,-0.50105,3.8938,-1.0259,2.4354,-0.29471,1.4977,1.3858,0.095908,2.5342,0.36031,0.15225,1.3276,-0.59313,0.17162,-1.7077,-0.3869,1.6517,1.7681,0.95307,3.8639,-1.1048,1.6886,0.72921,-0.5684,-0.96581,-1.5967,-1.5008,-4.1133,-0.40654,-2.8782,4.4792,-1.4008,-2.4651,-1.6437,-0.52094,-1.7862,1.4772,-2.5783,-1.5912,1.6179,3.066,-0.066516,-1.3775,1.2093
-2.6886,-3.1237,-2.247,-4.7504,-2.1958,2.2254,0.58087,2.9157,-1.1398,1.9978,2.1437,-2.1726,0.84612,-1.088,3.2123,-2.8179,-0.80667,0.012972,-2.8901,-2.2681,1.0578,-3.1949,0.67467,-2.8542,-1.2215,4.5935,-0.6376,0.44561,-0.090105,-1.6617,-3.2663,-2.0196,-1.2851,-1.3498,-0.36388,-2.2629,1.9134,1.7457,-2.7546,2.9464,0.25874,-0.63668,-3.7749,-3.5873,-2.6063,-1.1602,-0.68817,-0.2911,4.391,-0.64247
0.16238,-1.886,-3.3175,-3.7905,0.72211,-1.0222,2.3755,1.0652,-0.014588,-2.3465,4.6385,2.1084,0.59167,0.50674,1.2585,-3.4391,-0.67019,1.761,4.1697,-0.033147,3.9381,-0.48973,-1.943,-5.2082,-1.7926,-2.0716,-3.7647,1.4604,-1.0001,-3.3511,-1.354,-1.9892,0.46296,-0.55179,-2.047,-0.81952,-0.15838,-1.9353,-0.84067,0.1234,1.059,-1.9412,-3.4504,-2.1598,0.54195,-2.9737,-0.1313,1.977,1.193,-2.0415
-0.0092299,-1.5126,-3.8004,0.81348,2.5063,1.4206,0.74942,-3.6824,-2.2889,-5.3126,1.0703,4.0057,2.5957,-1.3843,-3.0445,0.52623,0.63594,2.5192,1.5109,0.46252,-0.99849,-2.8356,-1.7814,1.074,-0.12738,-1.791,-2.5556,0.455,3.2619,-3.5307,-0.58759,-1.6824,1.1442,-0.79711,-2.3779,-0.28119,1.4736,-2.6321,-2.1243,0.56075,-0.48852,-1.3393,-0.50436,-0.30658,0.80619,-3.2675,3.8656,0.26253,-1.2932,-1.6515
-3.4499,-3.233,-2.5946,-0.69283,0.35979,0.11642,-1.2531,-2.7308,1.4768,-0.88399,-2.7676,2.0966,-1.6381,0.8597,-1.7157,0.026084,-2.3742,-0.59791,-1.8077,-0.48223,-2.027,-2.3036,-0.79497,-1.7077,-1.4001,-0.045502,-1.7667,-1.4374,-1.8734,-2.5182,-0.45773,0.35995,-0.13868,0.22935,-1.0796,3.4398,1.4319,-1.1191,-1.8198,1.236,1.3499,1.3852,-1.7881,-1.3154,-1.7274,-0.99841,-1.0442,-3.3775,0.6818,-3.6334
-1.7284,-1.2961,1.362,0.32876,-2.3086,3.8174,2.8944,5.2116,3.371,4.0543,-2.8452,-0.59407,2.27,3.8487,3.855,-1.5434,-2.6377,0.54705,2.7108,2.2031,-2.1789,5.0959,0.74383,0.10448,-1.0177,-0.62632,-1.8255,-1.9572,-1.9653,-1.3436,2.513,3.2091,2.9611,0.82826,0.0086693,5.0404,-2.0298,-1.6208,0.18725,2.7018,0.01971,1.915,-0.25406,-2.7698,-1.1561,-0.92178,-1.0941,-2.4936,-1.6762,-1.1045
-0.39543,-1.0709,-1.042,-1.908,-2.4854,6.823,3.0063,0.67964,1.2574,0.98669,-0.70324,-3.2974,-1.1041,0.2111,0.76964,0.99814,-1.0544,-1.8142,2.5992,3.337,-0.43249,1.6304,0.96379,3.0486,0.69385,-0.77328,-0.93459,-0.36658,-1.8556,-1.5027,4.7528,1.9211,1.6186,0.62348,0.63511,-3.9739,-3.0304,-1.5145,-2.3396,0.013685,-0.43649,-3.2324,-4.5949,-4.315,-1.2803,2.0962,1.0255,-0.34429,-7.9778,-2.1011
3.5219,-0.87444,-2.5228,-2.9014,-0.62019,2.0824,3.2781,-2.5072,0.51588,0.53506,-3.6466,-5.4984,-2.0129,-1.5276,-0.35126,0.47449,-2.8882,-4.4441,-3.1606,-1.834,0.34234,-4.85,0.70431,-2.0827,3.0535,-1.9761,1.896,-3.7806,-0.46152,-3.7042,2.6199,-1.7063,-0.13735,4.6473,2.8,-3.4743,-3.3809,1.1913,2.3833,-4.0564,0.14324,0.014993,0.68061,-0.41165,-1.8114,4.5132,-0.85401,-0.65323,-4.8051,0.14729
-3.7726,1.7958,-1.346,-2.6664,-0.95791,-2.5132,-1.0963,-6.7257,0.56092,-3.5115,2.9298,2.6754,-2.8748,2.1428,0.34238,-1.2938,0.65654,-3.6907,-5.1203,0.92733,0.17077,-2.0993,-6.0998,-2.8438,1.1721,-0.62116,-0.10869,-1.6076,0.27737,-4.103,3.2757,-1.3286,1.9519,2.1118,2.5932,2.297,-0.06615,0.54734,0.67611,1.9658,1.0943,-1.8065,1.328,2.8946,1.7709,0.36919,-1.5243,0.63975,-0.26643,2.2399
0.38412,2.3121,-0.91507,-2.0481,-0.4956,-4.7034,-0.047577,-1.1493,0.43505,-2.5243,1.6211,-0.49562,-1.494,2.018,-0.32364,-0.73432,1.0083,-0.52998,-4.4825,2.0184,0.36284,5.4616,-1.5436,-0.15276,1.4693,0.5365,-0.025649,-0.5395,-1.2057,0.27869,1.1645,-0.43663,2.7353,1.4505,-1.1202,2.8125,-0.11807,2.2529,5.5433,3.4798,-1.7928,-0.16105,0.52192,2.2869,0.12323,-4.4558,-1.8108,0.65304,-0.57115,2.2247
4.2746,1.9882,4.042,2.1099,3.5621,-1.7308,-2.5831,1.0569,-3.1987,-0.52154,0.88289,-2.6299,-1.4467,-0.17133,-3.7319,3.7659,0.23941,-0.1202,-2.8879,2.2577,-1.0471,2.5148,0.021684,-0.40866,-2.0037,3.2469,0.38999,1.0805,0.4529,0.42144,-1.1455,-2.4913,2.4873,0.34401,-1.0061,0.52628,-0.79463,-0.87772,2.0995,0.43858,-1.6141,-0.54837,-3.6021,0.71407,-0.86083,-2.3082,-2.9264,1.0995,-1.7693,-0.72
4.1568,0.42397,0.41531,0.7725,3.207,4.2934,4.5353,4.0815,-2.8187,-1.2866,-4.082,-0.7241,2.1147,-0.49268,-3.9412,0.76846,2.1452,1.9363,-0.35427,1.4754,1.8493,-2.566,1.2093,0.70917,-1.4069,0.14583,1.8161,1.7754,4.4785,1.8978,0.85144,-0.13587,2.3644,0.040594,1.779,-1.5305,-0.58224,-2.6296,-4.9077,-2.0069,-0.51394,-0.07932,-1.7309,3.5872,2.4506,-0.44723,0.99749,0.14247,-0.9608,0.17487
3.3553,2.8371,-1.326,0.48971,-0.19988,3.3789,1.5295,2.7313,-2.0654,-0.3667,-1.4311,-2.8797,2.2759,-0.29528,-1.4928,-1.9806,2.0093,0.48981,-1.3047,0.38783,-1.2883,-2.6764,-2.5844,-0.97753,-2.1486,2.6825,1.042,1.937,1.9766,3.2102,-0.097153,-2.1736,1.0075,-0.57355,0.33913,2.1884,-1.1576,-1.4637,-1.4503,2.5052,-0.60539,0.32269,-1.3318,1.3746,3.7242,-3.7806,1.8218,2.1417,0.87143,1.058
2.731,2.7941,-0.51081,-1.8979,-2.1617,-1.5877,-3.1478,-2.6377,-2.7994,-0.47101,-1.2658,-0.62892,1.4944,1.6978,-0.69796,0.39709,-1.6091,-2.467,-1.6571,0.27731,0.38191,3.2109,-1.0197,-0.35721,-1.3854,1.1332,1.7198,-1.1081,-2.3192,1.4279,-2.2972,0.53724,-0.68669,1.1261,1.6938,-0.79309,3.0015,-1.3574,-2.3393,-1.618,-1.6824,1.4334,0.10905,0.12048,2.867,-1.1477,-2.4491,-0.77788,-1.8676,-3.6574
-4.2305,-1.4487,-1.1826,-0.50285,-3.6486,-3.8013,-3.6558,-0.29027,-1.1093,-0.93679,2.3118,0.43571,-4.8004,-0.011353,-0.52463,-1.2358,-0.57739,-0.51862,-0.96527,-3.9933,-1.1172,0.21755,-0.87816,4.9559,2.3887,1.828,-1.6659,-2.6983,-0.1427,2.2731,-3.8186,1.0956,0.011358,-0.52161,2.6867,-2.39,-2.6259,-0.7312,-1.3136,-2.6631,1.5674,2.8997,2.0349,0.44758,-0.42217,0.018928,-2.6866,-0.45876,-3.2914,-3.32
-5.1066,-2.652,-3.0328,-1.3675,2.1532,-0.77303,-2.2921,0.13677,2.7095,-0.41197,3.2856,-0.17095,-1.7369,-7.1435,-2.1349,-0.8781,-1.3141,-0.54318,4.0869,-5.975,-0.5516,-3.0005,1.4991,4.8677,3.2913,-3.9098,-1.9034,-0.8249,0.41031,-3.1124,-0.21876,-0.5804,-2.8084,-1.1419,-1.2088,-2.5037,-2.5527,-2.3,-1.8122,-1.7491,0.059419,5.7206,1.5167,-0.6513,-5.1594,-1.6093,-1.2642,-0.027764,1.1518,-1.8767
-2.1773,-2.4769,0.3618,-1.0079,-1.6163,-1.5739,-0.34117,2.7327,1.1446,0.9177,3.3353,0.54214,-0.45162,-1.6917,1.3284,1.9774,-1.2208,-0.91393,-0.71934,-2.3542,1.9469,-1.6277,0.86079,1.6332,2.0731,-3.6574,2.7345,1.0602,-1.6431,-1.0288,-2.5176,-1.8375,-5.9599,-0.6778,-0.66745,-0.90364,-0.05333,-4.4472,-3.4398,-1.5485,1.2439,3.2137,-0.33201,-0.96048,-2.69,2.4421,3.1563,-0.2717,1.5314,-0.95486
-3.3434,-0.9206,-1.1317,2.1489,0.38004,-0.68244,-0.33604,-2.0996,-2.4227,-1.8875,0.085765,-3.6843,0.044565,-0.92783,-0.43423,-1.344,-1.7341,-1.3771,-1.2421,-3.5149,4.0841,-0.40385,1.5017,-1.6487,0.46463,-2.2563,0.63268,-1.1061,-1.0852,-1.7057,-1.7948,0.14332,-0.63957,-4.4383,-4.5103,-1.428,-1.178,-2.0784,0.20248,-3.0002,2.1332,-1.2176,-1.2552,-0.485,-1.643,0.90948,4.96,2.3248,1.7447,-2.3442
-0.14882,0.4177,-0.98257,-0.78649,-1.741,-1.3607,-1.3696,-6.0067,-1.1215,-0.47152,-1.9923,-5.5936,-4.9093,-0.50304,-2.4702,1.1851,0.28275,0.67662,-2.8987,-4.2239,-1.6232,0.85143,-1.5944,-3.1752,-3.2755,-1.683,-4.1053,-1.6968,-0.088415,0.46444,-0.059112,0.572,-2.295,-2.727,-0.92739,0.013264,2.6116,-1.5673,-0.10171,-0.45351,0.36819,-0.32544,1.9462,1.3804,-0.70115,0.13745,3.6498,1.1869,-1.1625,1.7438
0.53153,0.96658,1.0711,1.6334,-1.9355,-1.8134,0.055463,-1.3663,-3.373,-2.0506,-4.6025,-1.7043,-4.2871,-1.0829,-6.2236,2.4132,2.3203,-1.3379,-1.8989,-2.7729,-1.5284,5.8331,-0.43215,0.40428,0.68821,-0.3187,0.086645,1.4912,-0.064897,1.5343,2.6929,-0.4343,0.56926,-2.6455,2.8561,2.8292,0.9754,0.17073,2.2799,0.35393,-0.78728,-0.35659,2.8704,3.9279,4.3666,0.57573,1.7339,1.1989,0.5636,4.3009
0.84075,-2.4331,0.52225,-0.42711,-0.65704,1.2394,-0.23537,-0.75857,0.54343,1.085,-3.1851,-0.14459,-1.9101,-1.1132,-4.4593,-1.4412,2.546,-2.0522,-1.8834,-1.8931,-0.43494,2.0024,-1.5511,1.0259,0.011169,3.3346,4.7769,5.5807,2.3179,3.1076,2.562,1.7222,2.4699,2.5996,1.5557,6.3179,0.61813,3.4462,1.631,1.5582,1.9882,-2.1358,1.0349,4.1337,2.6624,2.4689,-0.94431,3.1529,2.3683,-0.48906
0.54321,-2.4439,-0.16475,1.33,0.33035,-0.41112,2.0455,-1.0378,2.9879,0.69293,-1.1133,-0.48275,-1.0681,-1.9832,-2.6657,-2.4735,0.064224,-2.7737,2.3535,-3.4594,-0.74331,-0.91151,-2.551,0.21407,0.23679,1.3165,-1.7906,3.2875,1.0943,2.2683,-1.4206,3.3173,1.9089,1.284,-0.83655,3.4617,1.666,3.2762,2.1759,1.1899,-1.195,0.35681,0.65108,0.93842,-0.079042,6.5796,3.9275,-0.71683,1.7519,0.1972
1.9449,-0.34768,1.3653,0.96563,3.8256,2.9685,1.121,3.7069,2.8227,2.3919,-0.09684,-1.3601,2.7438,0.44462,-0.63658,-0.79463,-2.1883,-0.96109,3.8824,-0.099112,-0.04337,-2.5672,-2.1613,-1.7958,-1.2663,-2.6955,-5.3263,-4.2613,-3.2357,-0.79041,-3.2341,2.4391,1.7077,0.40834,-1.2781,0.84794,0.64489,0.54279,4.7918,3.5375,0.31737,0.53532,-0.69236,-2.5541,-1.8609,2.7648,0.5808,-2.9539,4.623,1.379
1.797,3.3042,3.4015,4.0092,1.4665,2.0312,0.073073,7.3713,2.5847,6.2043,-0.90045,-1.2979,4.9031,4.4364,2.5719,0.29316,-3.3451,2.1435,3.6049,-0.45463,1.6338,-2.7502,1.5805,-1.0483,-0.86502,-1.4658,-0.76339,-0.62341,0.48083,5.0089,-1.6406,3.892,0.27617,0.67805,-1.191,-0.75981,1.3596,0.24138,3.1544,-0.38733,-1.17,1.7367,1.8733,-2.2876,-1.7153,-2.8096,0.80734,0.85547,2.4679,-0.38471
0.34178,-1.5171,2.5506,2.9742,-0.9899,-0.17315,-1.0225,0.76088,0.30537,-0.047398,0.39787,2.2447,-0.48743,-1.1545,2.6704,0.15074,0.89033,-0.24451,2.6837,-0.48917,3.4894,0.74297,2.4327,1.198,2.9514,-0.54506,-0.97384,0.016646,0.55857,-0.35199,-0.95463,1.2257,-5.5504,2.8423,1.0279,-3.5467,0.45635,1.2984,-5.2806,-3.309,0.72851,3.1569,2.041,-0.45165,1.5236,1.481,1.9619,-1.6491,-2.3723,-0.31243
-0.94988,-2.3582,-1.7222,-0.76564,-0.4196,-1.7146,-0.65058,-5.1088,-3.7844,-0.79074,0.54856,1.8257,-2.7562,-0.96584,0.95871,-0.92913,-0.90443,-1.5044,2.9966,-0.78456,0.74617,-2.5802,1.4329,2.8353,0.5603,-0.60334,0.24254,-3.2308,1.7321,0.5928,0.97587,-2.9258,-5.5718,-1.4322,-0.29304,-4.0052,-2.061,-2.3913,-2.5137,-1.059,0.7838,1.6213,0.19897,-1.9789,-2.4175,5.9745,-0.55127,-2.7359,-2.2575,2.211
-0.065658,-2.2366,-1.2232,-0.71677,-1.5934,-1.2311,1.2828,2.0014,-1.4107,0.52479,-1.1204,0.63475,3.6336,2.6221,6.0628,0.54298,-0.074016,1.651,-0.50401,0.44065,0.76989,-1.2388,-2.609,-1.8706,0.18877,0.052995,-0.21787,-3.4121,-0.13614,0.74658,-1.7423,-2.3943,-0.17422,-3.0247,0.46094,0.57842,0.013621,1.4503,4.4611,1.5806,1.2258,-1.4012,0.23271,-1.1761,-1.13,2.398,-2.344,-4.6957,-2.3461,1.8561
-0.75105,-0.61403,-1.677,0.27125,-0.71104,1.8464,-1.1479,-0.47911,-0.80095,-2.285,-1.6542,-0.92292,2.1744,1.0765,2.9651,1.2658,2.8101,2.9362,-2.0055,-0.38988,-1.7996,1.2067,0.40398,0.40069,1.2131,4.2489,2.3495,-1.5338,3.3549,0.98385,0.56242,-0.28341,-3.1953,-4.6256,-3.5071,1.1689,2.0132,5.394,2.6804,2.3454,2.3237,-0.52353,-0.11048,-0.69287,1.7989,-3.794,1.4217,-1.3931,-0.301,-0.55293
-0.86233,-1.6792,-0.44133,-1.0412,0.11827,-0.10429,1.1932,-3.1867,-3.4479,0.67314,0.3058,0.098176,-2.1018,-2.143,-2.7151,-1.9894,1.3551,0.57175,-1.6201,2.1675,1.2295,2.6008,3.544,0.42905,0.3139,2.4175,1.0425,-0.46554,0.96601,-0.26355,-0.29299,-1.6836,-1.742,-4.0645,-0.42684,-2.7468,2.1575,2.5751,-1.5747,2.6185,6.1993,-0.49386,2.6079,0.011651,0.44431,-2.7172,-3.1695,-1.5101,-0.13577,-2.2943
-0.025509,0.861,2.8067,0.48826,2.3801,-0.23794,-1.8263,1.5572,0.7171,4.4817,-0.20099,4.2298,1.4458,1.0612,-0.045394,0.0095974,3.2058,4.6468,1.5032,3.5327,-0.50075,1.692,4.3279,2.9641,0.098548,-0.73209,-0.93445,-0.47438,-1.872,-1.9901,-0.3399,2.1657,-1.5937,-0.91817,1.4624,0.48662,-0.39904,-0.45523,-3.6111,-2.4519,0.32935,0.0068692,-0.86292,3.9024,4.8181,-3.2464,-5.3381,-0.7641,-0.99186,-2.9892
4.3891,1.5379,5.2728,0.6982,3.1045,0.28176,2.065,0.45438,1.1977,0.13952,0.011599,5.4739,2.3883,3.9277,3.2572,0.82024,-1.0289,0.86963,-0.44757,0.4869,-1.625,-2.1913,1.3946,-2.7501,1.1624,-0.19896,-1.8644,2.0527,-2.1137,-3.0811,0.97917,2.0603,1.5097,-0.67699,-0.33602,0.7896,-2.1711,-1.4091,-3.8783,-1.2669,-1.3525,-0.12112,2.1513,2.126,-0.25278,1.5561,-1.8122,4.1434,-0.47599,-1.1055
3.3296,1.0519,0.11494,-0.33312,4.8133,1.6585,2.5965,1.249,0.94868,-0.93108,1.1983,1.4273,-0.51595,1.5597,0.77747,3.31,-2.2676,-2.2369,-1.8103,-0.62804,2.3269,0.9102,-3.9698,-2.5136,2.5598,-0.42886,-1.6623,1.1311,0.78348,-2.7961,1.2215,-1.414,2.4468,2.3218,-0.13108,0.12755,1.0276,1.7554,0.57652,-0.59716,1.9601,0.85811,4.0889,2.9118,2.7586,4.079,3.4292,1.073,2.8763,2.7628
