S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
0.2271271,0.05537121,0.001997976,0.9209494,-0.32376954,0.15435772,0.44098768,-0.02972022,-0.14178361,-0.20263638,0.6931908,0.1708397,-0.9648764,0.20642215,0.7297336,0.06625117,0.450266,-0.570831,-0.23079296,0.18900018,0.72859,0.4920355,0.26998296,-0.2183685,0.36583808
-0.4130277,-1.3165886,-1.3032878,-1.3553637,-0.93019915,-1.1706317,-0.7073803,-0.827053,-0.5856013,-1.2232607,-1.8269284,-0.8894096,-1.2760224,-0.055701837,-1.428798,-1.3553267,-1.672944,-2.31485,-0.45674238,-1.0866958,-2.0486,-1.7955356,-0.47778928,-1.6429037,-0.6950364
-1.933675,-1.5268759,-0.9032612,-0.8934677,-1.0480237,-0.78861577,-0.72792435,-1.2739543,-1.0844488,-1.1193614,-2.4341586,-2.0610063,-1.2435055,-0.8666893,-2.547594,-1.1012894,-2.31359,-0.88526,-1.5790027,-1.3576752,-1.05963,-1.4521386,-1.3027783,-1.8456932,-1.8425655
-2.214746,-0.73022646,-0.65948385,-0.22532027,-0.7645167,-1.3218902,-1.545776,-0.56694884,-1.4792497,-1.088883,-1.236997,-1.4618356,-0.9430441,-1.2841977,-1.3397646,-1.2302204,-1.274942,-1.78096,-1.3322249,-0.9527518,-0.602403,-1.2164899,-1.1943506,-2.521538,-1.3191419
0.06223476,0.1781184,0.101277486,0.4267937,0.35703534,0.30768257,-0.3662142,-0.025488703,0.2337832,0.10167455,1.0683985,0.44846255,-0.11607454,-0.46668944,0.5093316,-0.22157894,0.89652,-0.455467,0.46586102,0.9004604,1.669975,1.3913112,1.277146,0.3604729,-0.2597653
1.7249359,1.8437939,1.2986618,0.097377025,1.0501859,2.0797596,1.4170926,1.4088287,1.5096456,2.0046866,1.3726357,1.4021835,0.9778653,1.5427429,2.1731885,2.043283,1.34518,1.87259,2.1915682,1.6527978,2.328766,2.5227559,2.8626733,2.389166,2.843599
0.6551375,0.69666845,0.43961665,0.59926147,0.6149063,1.1683368,0.8273392,0.5413204,0.7061466,-0.7596607,1.0878654,1.3951812,-0.06735511,0.5705201,0.55270035,0.921011,0.771,0.50713,0.8507046,0.042956137,1.224583,0.9510772,0.81371546,0.6288596,0.98425985
0.3390543,0.20509415,0.12493211,-0.3610981,-0.14295078,0.45077053,-0.2186968,-0.032689684,-0.3875934,0.18632715,0.11286956,0.062497698,-0.57578427,-0.46270162,-0.3353212,-0.5375412,-0.355406,-0.891117,-0.5578196,-1.0841159,0.183921,0.27095094,0.047873136,0.62998635,-0.69291044
0.75416196,0.71035457,0.43460557,-0.014784884,0.8801534,0.6515745,1.3082876,0.45191604,0.7297949,0.66310806,1.7552067,0.89257384,0.7538098,0.830559,1.6752478,1.0198971,1.22647,0.282885,1.3227987,0.81051845,1.130729,1.4684876,1.7856344,0.68918324,1.7324578
0.4799494,0.009547579,0.15972229,0.13422665,-0.047900495,0.8892594,0.94900775,0.2714039,0.24550872,0.2372699,0.15783045,-0.1461104,0.026552955,0.240838,0.25117093,0.54678447,0.331929,1.269522,0.36282516,0.3157163,-0.233441,0.27859527,0.62554586,0.744023,-0.046274178
-0.0295845,-0.13223648,0.126959,-0.21960233,-0.4036325,0.3167752,0.24276978,-0.29551864,-0.4318325,0.39800414,0.15801129,0.38695386,0.08220235,0.2897538,0.3998146,-0.11233785,-0.66273,0.354622,0.023006883,0.35696012,-1.07686,0.24083297,0.6058537,-0.10434424,0.21222675
1.6068552,-0.50138265,0.52352775,0.7981174,0.90418154,1.1610891,0.8550075,0.42665833,0.9724272,0.6153746,1.3203855,1.0524873,1.1842344,0.24919094,1.09245,1.3807243,1.82093,2.14854,0.8250544,1.0572218,1.38903,1.5831076,1.3081385,1.9336907,1.432862
0.10091983,0.3096534,0.16845101,0.48106426,-0.07177983,-0.18285664,-0.31125978,0.85521245,0.5356672,0.47421858,0.5010971,0.16332114,0.1955244,-0.116851986,-0.51756847,0.07844814,-0.329245,0.564236,-0.28242502,0.2172125,-0.45255,0.007704515,0.10799822,-0.016314108,-0.13228588
-0.12640125,-0.20870355,0.06371127,0.002880016,-0.43901342,-0.1062793,-0.27850837,0.030713628,-0.39392728,0.28494278,-0.14649977,0.07336469,0.19350916,0.12560314,-0.3371801,-0.6885913,-0.718056,0.220852,0.67214817,-0.8801456,-0.035535,0.35410094,-0.16230558,-0.2621682,-0.4801884
-0.31503052,0.2995811,0.5699145,-0.20517847,-0.14355253,1.0683645,0.24803111,0.10572669,0.35279137,0.447868,0.42915434,0.09951432,0.46368396,0.060982246,1.5367152,0.23424152,0.495644,-0.784065,0.5171137,0.3830738,0.6048178,-0.609919,0.73679716,1.8243767,1.0594002
-0.39457703,-0.6849991,-0.53027404,-0.63688666,-0.51017857,-0.92684114,-0.4151756,-0.40259746,-0.68576974,-0.8215431,0.017512069,-0.58444357,0.12405719,-0.14842479,-0.55597616,-0.30545846,0.022097,0.18863,-0.33581126,-0.06495476,0.35162,-0.9858317,-0.2588688,-0.3124411,-0.84338475
-0.54051465,-0.24673821,0.16839808,0.5064746,0.007065427,0.39931458,0.6682662,0.042226568,0.08146526,0.4458257,0.978022,-0.18141702,0.121556714,0.2881186,0.24339336,0.24232956,0.704697,1.11829,0.478264,0.93187386,1.516658,1.6019362,0.7152103,0.44241428,1.1506631
0.44248512,-0.060965702,0.30649516,0.06558366,0.93090886,-0.08507754,0.090908446,0.6959625,0.66119987,0.10729372,0.13596858,0.9680368,-0.5031081,0.9286172,0.55272586,0.03909994,-0.23451,0.40506,0.41726905,0.47045583,0.406938,0.7856614,1.0546944,0.2907847,1.1773676
-0.039395668,0.01806551,0.088156976,-0.5308415,-0.19614016,-0.28831846,0.07054979,0.034255527,-0.015623677,0.027697765,0.36052588,0.22384146,-0.715846,-0.06713267,-0.22229557,0.5825708,-0.85753,-0.76621,-0.1242528,-0.2563992,-0.35486,0.23332379,0.35776508,0.11887601,-0.09501603
-0.087730676,-0.1195519,0.8647477,0.21180663,0.91077817,-0.49728632,0.3920432,0.2757122,0.4766374,0.23479118,0.4295762,0.62693817,0.3166862,0.9367137,0.56025357,0.144829,-0.04094,0.789692,1.124457,0.69517035,-0.26598,0.39062235,1.3060593,1.1562171,0.7608058
-0.029714438,-0.42353445,-0.16362755,-0.23860756,-0.28878936,-0.10824159,-0.67397607,-0.4127792,-0.3058742,-0.7640297,-0.026313119,-0.50020797,0.06010392,-0.73297537,-0.07486135,-1.0042782,-0.46596,-1.042218,-1.3036059,-0.8520647,-1.729923,-1.2944104,-1.9559507,-0.49269465,-0.54328144
-0.3744531,-0.11170233,-0.025052607,-0.1791631,-0.113873035,-0.7722102,-0.09393189,-0.28049538,-0.072724715,0.04892242,-0.114233755,-0.269462,0.4907093,-0.14433304,0.12830459,-0.6566414,-0.04768,0.47265,-0.29323077,0.15411823,-0.470633,-0.08781928,0.46385548,0.13431818,0.062502675
0.9143408,0.2525799,0.2507179,0.3257717,0.80990845,0.60562474,0.7710047,0.7929732,0.9334619,0.1551774,0.15998023,0.05899432,0.94591105,0.28899392,0.93657655,0.65079207,0.75896,0.707376,1.005836,0.5074498,1.7036,1.0858607,0.5169132,-0.13046785,1.410623
-0.24314238,-0.64489544,-1.0612774,-0.6533239,-0.35575518,-1.3449217,-1.0667662,-1.4832431,-0.7751547,-0.7567587,-1.3468919,-0.6321639,-1.8462856,-1.2161689,-1.396295,-1.2363131,-2.12986,-1.89478,-1.0288273,-1.0287113,-1.420901,-1.0943776,-0.79791737,-1.1348959,-1.2259286
-0.28164127,0.50736177,-0.7036595,0.15359028,-0.34303668,0.40382025,-0.0709849,-0.12754643,-0.08358629,-0.2952737,0.13125663,-0.35741755,0.6957535,-0.2738554,-0.7966818,0.21454326,-0.1352561,0.39332,-0.13576348,-0.6528216,0.0401429,0.1676622,-0.08134248,0.69774044,-0.47077146
-0.22538348,-0.7755091,-0.007608903,0.37487498,-0.4063472,-0.422401,0.40494394,0.010790952,-0.004968293,-0.07115644,-0.8835557,-0.1529972,-0.21466217,-0.021907369,-0.9432776,-0.7455526,0.4406,0.146209,-0.19176877,-0.28030354,0.05607,-0.13783276,-0.26359406,0.7321813,-0.3069018
-0.86277837,-0.684106,-0.43519574,-0.74054677,-0.2047869,-1.0822984,-0.5971168,-0.94468117,-0.8733313,-0.07812854,-0.52225364,-0.8819382,-0.2942981,-0.6405695,-0.4853196,-0.9652321,-0.30876,-1.189235,-1.3366759,-0.9886381,-1.85548,-0.8341395,-0.8981595,-0.052283645,-1.7615213
