Timeser0,Timeser1,Timeser2,Timeser3 
2.776448,0.85778882,0.308069874,1.246779 
-0.388614,3.7482048,-0.240928326,-1.291168 
1.780901,-0.5246289,0.557427081,0.616095 
-0.187742,2.45764338,3.628348416,1.201553 
1.157452,-0.2534517,-0.108545895,1.249932 
0.974633,1.5625602,1.335092389,1.152602 
-0.854705,1.31575455,0.017790912,-1.424179 
-0.535039,-1.18803995,0.914403294,-1.294876 
0.493966,-0.73835382,1.298391368,0.92147 
2.88277,0.6668541,0.084956804,2.834029 
-0.490668,3.9493949,0.054479851,-0.44043 
-0.691145,-0.65258844,0.566775378,1.535662 
1.878214,-0.9537801,1.720264011,0.865116 
1.632202,2.55437104,-0.426907249,0.314367 
1.708947,2.21979472,-0.001218219,0.170721 
0.878624,2.28998898,0.767505339,-0.888478 
1.600813,1.22128736,2.288804984,1.170031 
1.594486,2.19311381,2.44708909,0.13693 
2.622847,2.13661124,1.279158624,2.175126 
0.823469,3.48838651,1.079176662,2.585091 
2.787787,1.14462191,2.295245128,1.6752 
-1.287155,3.79139032,2.273031906,-1.403524 
0.019232,-1.73765925,0.717972298,0.466877 
2.399101,0.02654016,3.97139032,2.227343 
2.194746,3.19080433,-0.601946663,-0.786719 
2.406612,3.00680202,0.183450221,-0.922524 
2.669504,3.22486008,1.201057386,1.090646 
1.442618,3.6038304,0.450612182,1.514217 
1.500625,1.9475343,1.469944032,1.548014 
-0.08268,2.0108375,2.017953504,0.856959 
0.787702,-0.1124448,1.017439749,0.813531 
1.246744,1.07915174,1.145202,0.885247 
2.512596,1.6831044,0.141768768,2.095329 
-0.413565,3.41713056,0.903031666,0.58625 
1.793417,-0.55004145,0.499789836,2.065503 
0.699611,2.49284963,1.820222669,2.090974 
-1.465412,0.93048263,0.075492125,2.941828 
0.89739,-1.96365208,2.523278652,0.769513 
0.239012,1.1935287,0.263743437,2.40601 
0.786433,0.32983656,0.062180875,0.17827 
-0.22128,1.06954888,0.335158731,0.36923 
0.936314,-0.3053664,0.265757506,2.676141 
0.18704,1.29211332,0.329736843,2.995487 
0.250155,0.2581152,0.1036584,2.133187 
1.963095,0.3352077,0.696845328,-0.390654 
-0.628537,2.61091635,0.187743456,-1.26266 
1.772815,-0.87366643,0.461574468,0.286989 
2.557336,2.3755721,0.493309962,-0.105869 
0.279547,3.4524036,-0.283043208,0.102974 
-0.257005,0.37459298,1.486564655,0.106672 
1.080079,-0.3546669,2.59668252,2.798529 
2.047053,1.47970823,0.494658103,2.5807 
0.144801,2.78399208,0.027493233,-0.567729 
0.589112,0.19258533,0.94944828,0.410075 
2.050245,0.80119232,2.240154139,0.941174 
-1.493603,2.7883332,0.287847785,1.507191 
-0.425108,-2.04623611,0.20403577,0.982893 
1.145062,-0.57814688,2.9683332,0.122679 
-0.087309,1.58018556,-1.538838332,-0.720407 
1.964933,-0.12135951,-0.137980784,0.789752 
2.268443,2.61336089,0.985894636,0.611317 
0.787693,3.10776691,0.067135656,1.460548 
1.91452,1.05550862,0.833340223,-1.096284 
1.236947,2.6420376,0.273233007,0.790105 
2.95283,1.71935633,0.380546638,0.816652 
1.484404,4.1044337,0.44420376,-0.803159 
1.806489,2.04847752,0.214387127,-1.332453 
-1.105583,2.43876015,0.303133011,1.934817 
-0.805655,-1.52570454,1.122299659,2.97677 
-0.084166,-1.07152115,2.277333729,1.828363 
1.770469,-0.11446576,-0.125140908,-0.386926 
0.531273,2.44324722,0.115708731,-0.041208 
1.017307,0.72784401,0.119333147,-0.339282 
1.654937,1.38353752,0.375459778,0.095843 
0.630489,2.28381306,0.281898161,-0.57234 
-0.146753,0.84485526,1.425183768,2.015082 
1.341081,-0.19811655,1.390420922,-0.675474 
1.850508,1.78363773,0.332073947,1.22602 
0.569163,2.4981858,0.067073567,-0.801748 
-0.482138,0.75698679,1.178837129,0.714174 
1.681474,-0.6508863,2.6781858,2.37057 
-0.044276,2.25317516,0.354106962,2.919354 
-0.344966,-0.05888708,-0.444850848,2.129129 
-0.490959,-0.47950274,1.261524077,-1.314192 
1.042521,-0.68243301,0.154678556,2.374946 
-0.521955,1.38655293,-0.184422082,2.101921 
-0.017528,-0.71507835,-0.311351767,2.525914 
-1.265007,-0.02331224,1.524956342,0.413701 
-1.033567,-1.68245931,-0.020221938,0.762144 
1.810568,-1.43665813,0.171840716,-0.261067 
-1.203684,2.51668952,0.045403255,2.166893 
-0.210491,-1.64904708,-1.084259154,-0.89574 
1.003122,-0.28416285,2.596021939,1.197982 
-0.554891,1.36424592,-1.238180489,-0.277681 
-0.802273,-0.74355394,0.117484173,0.045242 
-0.039454,-1.07504582,0.86212296,1.072424 
-0.334911,-0.05365744,-0.325616679,-1.342069 
-1.270213,-0.46552629,-0.078010997,2.994315 
2.651687,-1.72748968,0.146732387,-0.989219 
-1.243977,3.57977745,0.096205268,1.613664 
2.445607,-1.66692918,-0.079123452,-1.29161 
2.224508,3.39939373,3.151215284,2.142953 
0.072568,3.0030858,-1.153543344,1.367853 
0.929489,0.09651544,1.267805994,2.392567 
0.830096,1.25481015,0.810648018,1.758626 
-0.170732,1.13723152,0.196407625,2.381431 
1.962795,-0.22878088,0.656827857,0.714823 
1.944243,2.7086571,0.77136039,-0.107181 
0.657934,2.64417048,-0.053356498,1.6602 
2.187225,0.89479024,1.019683701,0.999429 
-1.186513,3.04024275,2.401103203,0.665168 
2.345577,-1.58992742,1.03899863,1.946907 
1.793921,3.11961741,0.54482913,0.315363 
-1.207831,2.38591493,-0.694460081,-1.458216 
-1.248428,-1.63057185,0.741531134,1.679482 
-0.883956,-1.72283064,1.301380017,-0.468319 
1.151693,-1.21101972,-1.385348976,1.837815 
1.626112,1.53175169,-1.560058946,-1.194124 
1.155342,2.24403456,-0.655603607,0.805911 
2.949695,1.58281854,0.225952551,1.744 
2.314924,3.98208825,1.728383846,-0.291814 
0.191607,3.19459512,0.97140927,2.263323 
-0.205753,0.26058552,3.246207953,-0.916792 
0.529454,-0.28188161,0.595297366,1.973428 
-1.390571,0.72005744,0.237328814,1.000929 
1.859432,-1.86336514,-0.084968713,1.452395 
-0.712708,2.52882752,0.518426997,2.793283 
-0.079241,-0.95502872,-0.099504771,2.715872 
0.808343,-0.10618294,1.570855136,-0.938647 
-0.964516,1.11551334,0.065396554,2.164643 
0.947946,-1.32138692,0.113104748,2.315308 
-0.193223,1.29868602,0.525809135,2.498788 
-0.139204,-0.26278328,-0.176774468,-0.996892 
1.630426,-0.1879254,0.465710924,-0.649138 
-0.05983,2.23368362,0.064375357,0.69394 
1.8409,-0.0795739,0.176241492,1.243817 
1.7726,2.503624,0.783094577,-0.360949 
0.147209,2.428462,0.174429827,-0.57523 
0.000326,0.20020424,2.33311664,0.61675 
1.099654,0.00043684,2.55989276,2.476837 
-1.031192,1.4845329,0.232053102,2.584155 
2.305477,-1.3921092,0.180214052,1.171704 
0.984306,3.20461303,0.729277173,0.20294 
-0.319928,1.33865616,-0.808397532,0.384492 
0.779714,-0.43510208,2.711644294,2.541743 
-1.477863,1.0526139,0.380798424,2.462131 
1.400295,-1.96555779,-0.141975539,1.363804 
2.847067,1.9044012,0.306313668,0.785733 
-1.081878,3.87201112,-0.94036794,1.868127 
-0.525148,-1.50381042,2.027269164,0.590576 
-1.232312,-0.71420128,2.464486561,1.957318 
0.273191,-1.6636212,-0.466638481,-1.318894 
1.07751,0.36607594,-0.455639139,-0.053957 
2.101018,1.4546385,-0.086179392,1.366386 
1.474272,2.87839466,0.447235436,2.687577 
1.241098,2.03449536,1.212793335,0.133546 
0.363936,1.6754823,0.870814718,2.674789 
0.279959,0.50223168,1.319317402,0.658501 
0.647405,0.37234547,1.068005619,1.419709 
1.746196,0.88694485,0.365825722,-1.390689 
2.048059,2.39228852,0.280533277,0.878872 
0.703406,2.74439906,0.53477794,2.424693 
2.923025,0.9495981,1.950293505,-0.447637 
0.557158,3.88762325,1.360091596,-0.667694 
0.811897,0.75773488,0.331935696,2.516625 
2.696884,1.11229889,2.240440323,2.489776 
2.960153,3.58685572,0.566444789,1.989105 
2.497716,4.11461267,0.836256345,2.059882 
2.755935,3.39689376,1.112582487,1.03725 
2.495064,3.72051225,3.307105629,2.294945 
2.260901,3.39328704,0.417782563,2.832518 
0.896783,3.00699833,2.26348686,-0.384827 
1.625039,1.20168922,1.978442131,2.489709 
-0.386598,2.17755226,2.766018564,2.33662 
1.90777,-0.52963926,0.636641904,2.082814 
2.722669,2.6136449,1.247000607,2.518822 
1.796635,3.67560315,0.042293792,1.230525 
1.351579,2.4434236,0.258409347,-0.6006 
-1.32629,1.87869481,3.708579024,2.288689 
1.46226,-1.7904915,1.499448744,2.188489 
-0.187906,1.974051,1.213282146,-0.249775 
2.873937,-0.2536731,-0.71524575,0.454747 
-0.011846,3.85107558,1.50261417,-1.194189 
0.879238,-0.01611056,-0.060989445,-0.233576 
-0.796526,1.1869713,1.874473255,0.252497 
1.149608,-1.08327536,0.174200198,-0.644595 
2.161886,1.56346688,0.571700529,2.731672 
1.442964,2.98340268,-0.48079797,2.181259 
2.451176,1.93357176,1.508946848,1.364667 
2.172829,3.28457584,3.193236707,0.755835 
2.77264,2.88986257,1.572171667,1.531028 
2.537109,3.8539696,1.526676094,1.116892 
0.99442,3.52658151,0.208898626,-0.090797 
-0.792808,1.3722996,3.687112336,2.297372 
1.103665,-1.10200312,1.061645378,-1.417276 
-1.478771,1.5009844,0.468182916,1.831226 
-0.255209,-2.01112856,0.113879813,-0.25248 
-0.849459,-0.34198006,0.510216568,-0.771757 
-0.095971,-1.18074801,-1.690349561,-1.164346 
0.840694,-0.13339969,-0.059386042,2.351763 
1.516039,1.15175078,0.14457756,1.337941 
-1.379392,2.03149226,0.073280248,-1.090341 
-0.016194,-1.91735488,0.928638007,1.157674 
-0.041634,-0.0218619,0.301889536,-1.371675 
1.169251,-0.05745492,-0.45272711,2.869602 
1.761531,1.60187387,0.167975955,-1.39137 
2.64299,2.43091278,0.127141474,2.54667 
2.40083,3.5151767,0.260093694,0.696475 
1.052192,3.2651288,1.346838134,2.579946 
1.618751,1.39941536,3.273355496,0.21972 
-1.360478,2.16912634,2.432938872,0.822445 
-0.407171,-1.8366453,1.131602445,0.502164 
-1.078644,-0.54968085,1.633314648,1.606889 
1.102575,-1.43459652,-0.462825855,2.070367 
0.924897,1.53257925,-0.056362766,2.942894 
1.744551,1.27635786,-0.379492643,2.09102 
1.483263,2.35514385,1.71257925,0.342039 
-0.289367,2.00240505,1.201086288,2.383216 
2.940447,-0.39643279,0.768785963,1.973726 
-1.117173,3.96960345,0.300144303,-0.607981 
1.360518,-1.51935528,0.116570754,-0.043455 
1.912133,1.82309412,1.489969139,0.219697 
0.271886,2.60050088,-0.549290534,0.124508 
-0.849535,0.36432724,0.508156942,-0.255805 
2.932987,-1.1723583,2.390425748,-1.439992 
0.09111,4.07685193,0.391309799,1.006894 
2.866285,0.1211763,-0.957187551,-0.524351 
1.099246,3.86948475,0.220768519,0.913293 
0.67232,1.51695948,0.243011676,0.130911 
-1.442806,0.9345248,3.933400208,1.982565 
0.422809,-1.96221616,1.332889205,2.148246 
2.431217,0.57924833,0.731369632,-1.160398 
0.043705,3.25783078,-1.546750221,-0.348822 
-0.598552,0.0585647,0.753455847,0.532846 
2.636357,-0.79607416,1.939228621,-0.931097 
1.877208,3.55908195,0.226266113,-0.065821 
1.096584,2.60931912,-0.090665214,0.815599 
0.318758,1.4803884,0.21559082,-0.044909 
0.368715,0.4303233,1.823871046,0.458408 
-1.401949,0.51251385,1.349506836,-1.037134 
1.676168,-1.87861166,0.192909699,1.02677 
-1.392589,2.32987352,0.533634557,2.152161 
-0.025037,-1.86606926,-1.435606028,-0.299658 
-1.068175,-0.03405032,2.113795022,0.612928 
1.846882,-1.42067275,-0.510445626,0.983118 
2.173702,2.4932907,0.16297484,2.973545 
2.075307,2.97797174,-0.27461528,0.012045 
2.37055,2.84317059,0.404396163,-1.05261 
1.955895,3.223948,3.187751457,2.938418 
1.988315,2.6991351,2.710421825,-0.194908 
-0.681603,2.7041084,1.4695792,-0.169994 
-0.907496,-0.92698008,2.8791351,0.717331 
-1.182303,-1.24326952,2.181040216,1.013934 
-1.330461,-1.59610905,-0.376188048,0.472418 
-0.657927,-1.76951313,-1.001106044,1.568488 
-0.928847,-0.91451853,-0.77766543,2.049742 
2.424666,-1.25394345,-0.120817232,2.736904 
1.038948,3.34603908,-0.597340751,0.757882 
1.214963,1.42335876,-0.584905505,1.127251 
1.515822,1.65234968,1.284192896,2.377142 
-1.270732,2.03120148,0.649708391,2.506696 
1.313049,-1.75361016,0.246093987,-0.353234 
-0.009737,1.79887713,0.504992237,2.87142 
-0.086623,-0.01333969,-0.854629994,2.986299 
1.543674,-0.12040597,1.83496696,1.931415 
-0.193506,2.13027012,0.171595995,1.029807 
2.934703,-0.26897334,0.110164537,0.553632 
2.545753,4.07923717,2.075940407,-0.163333 
1.856774,3.53859667,0.150412933,2.912371 
1.659209,2.54378038,0.587923717,2.194649 
2.063057,2.23993215,0.710789501,1.148844 
1.715482,2.82638809,1.65539262,-1.266171 
0.01257,2.36736516,1.008774896,-0.325473 
-0.198076,0.0167181,0.660485975,0.860081 
0.817889,-0.27334488,0.369389213,0.859924 
-0.58057,1.08779237,0.184848249,2.672869 
-1.291318,-0.7837695,0.114397229,-0.32173 
-0.753539,-1.76910566,0.897942964,-0.436722 
2.6582,-1.02481304,0.13297383,1.076099 
1.43005,3.615152,-0.846081283,-1.034371 
-0.800997,1.916267,-0.773076127,-1.250972 
1.068284,-1.08935592,1.8068184,2.008974 
2.457153,1.43150056,0.52492806,-0.959165 
2.827547,3.39087114,-0.604336262,1.187937 
0.971179,3.76063751,0.738285218,1.152917 
1.198317,1.30137986,1.570257167,2.954225 
0.015173,1.61772795,0.480851001,0.539555 
-0.358426,0.02063528,0.531372562,2.701914 
-0.557126,-0.47670658,1.393295963,-0.982751 
0.800006,-0.74097758,0.190936698,2.694461 
0.86018,1.06400798,0.132329342,2.512297 
-0.670839,1.1870484,0.098492466,1.953122 
-0.713464,-0.89892426,0.594963112,0.907458 
2.801303,-0.9631764,0.880358556,2.28321 
-0.290437,3.89381117,-0.125634248,2.954587 
-0.820762,-0.38628121,-0.417169368,1.138004 
0.87615,-1.14085918,3.8401825,2.144728 
0.499632,1.2003255,-0.032454666,1.234695 
0.075876,0.66950688,-0.64141861,1.445758 
-0.127537,0.10395012,1.33231248,0.684266 
0.547893,-0.17472569,0.548228784,-0.337398 
2.905394,0.73965555,0.242370072,0.39486 
-0.522026,4.03849766,0.115351495,-0.945595 
-0.851598,-0.71517562,0.645982997,0.514921 
1.097169,-1.16668926,3.491568081,-1.400178 
0.107621,1.48117815,-0.127525517,0.450878 
0.76941,0.14636456,-0.485012878,0.483019 
-1.149677,1.0617858,0.446612067,2.699537 
2.307316,-1.54056718,0.275136964,0.524667 
2.190709,3.20716924,0.456064308,1.157531 
2.930801,3.00127133,-0.790557323,1.083952 
0.657671,3.92727334,2.489161853,0.934561 
1.233545,0.91416269,1.410521245,2.629312 
1.875707,1.6776212,1.279636535,-1.031879 
-0.799188,2.56971859,1.09416269,2.779876 
0.940366,-1.06292004,1.52209696,-1.285584 
1.423003,1.25068678,0.668246532,1.571051 
0.635445,1.92105405,-0.383347621,-0.590144 
-1.023446,0.8514963,0.617740373,-1.378272 
2.240824,-1.3816521,0.56421081,1.310276 
1.962564,2.98029592,0.682382817,2.828218 
-1.437934,2.62983576,-0.939138201,-0.303715 
0.409686,-1.96996958,0.627044388,-0.1552 
-1.116666,0.5530761,1.547514595,-0.97533 
0.757126,-1.52983242,-1.455074751,2.50493 
-0.821308,1.04483388,0.390168918,-0.823503 
2.145705,-1.14161812,-1.196849178,0.268008 
2.881182,2.9610729,1.005418765,-0.550847 
2.551382,4.00484298,-0.470722328,0.171171 
2.514607,3.52090716,0.861046767,2.593759 
1.797785,3.44501159,2.18242149,1.922743 
-0.452421,2.42700975,3.736116232,-1.420892 
1.003501,-0.60624414,0.627851507,-1.269621 
2.064683,1.36476136,2.31576858,2.300697 
2.186471,2.80796888,-0.220121132,0.310363 
-0.696399,2.95173585,0.766847385,1.451739 
-0.161932,-0.94710264,1.892861017,-0.121554 
1.092629,-0.21536956,1.892006793,-1.433624 
-1.103248,1.45319657,-0.625037244,-0.717547 
0.088521,-1.51144976,0.063700438,-1.21064 
1.876321,0.12127377,0.252659829,2.774949 
-0.342044,2.51427014,-1.27099177,-0.914937 
1.39335,-0.46860028,0.250338787,0.790814 
-1.108631,1.8531555,0.733139431,0.183186 
2.246221,-1.50773816,0.137825975,-0.988292 
1.061355,2.98747393,1.10657775,1.414435 
2.085568,1.4434428,-0.151702395,0.957415 
1.026587,2.79466112,1.404864311,-0.857512 
2.893331,1.41669006,1.349188668,-0.347199 
-0.668704,3.90599685,1.549383949,-0.64913 
0.161391,-0.92949856,0.704175322,2.402288 
2.630694,0.21787785,3.734457134,-0.468236 
1.207063,3.60405078,0.059165187,-1.460364 
2.591254,1.62953505,0.332514495,1.335918 
-0.680235,3.44636782,1.117053203,1.371193 
2.130492,-0.9115149,1.222902432,0.013355 
-1.408459,2.85485928,3.006021612,0.265759 
0.569609,-1.91550424,-0.348678642,-1.260092 
-0.697224,0.79175651,2.578081795,2.63514 
2.412065,-0.96914136,0.065069746,1.303071 
2.92107,3.35277035,0.575878255,2.744667 
2.504754,4.0018659,-0.498398952,0.720159 
1.618297,3.33132282,1.789329768,1.523746 
1.054989,2.15233501,4.101828582,-0.1354 
-1.425982,1.41368526,0.879577792,0.651271 
0.598727,-1.93933552,1.256167505,-0.775646 
2.884536,0.80229418,1.183716535,2.835996 
0.999216,3.92296896,-0.556947498,1.487895 
1.367582,1.38891024,0.557078265,-1.208191 
2.860672,1.8462357,1.239201619,1.907298 
-1.32795,3.80469376,1.416130114,-0.146878 
2.461982,-1.832571,1.583139132,0.566158 
-0.449058,3.42215498,1.625783629,1.200344 
2.79193,-0.6062283,-0.9195426,0.424426 
0.688722,3.7970248,2.746616235,-0.464137 
-0.635843,0.94354914,0.101190321,0.226359 
-1.125105,-0.86474648,1.243166944,-0.61763 
1.837679,-1.5076407,1.019758735,2.18322 
2.202929,2.44411307,-0.243725775,-0.497464 
0.869263,2.92989557,-0.87534849,0.712049 
1.690934,1.15611979,1.133204097,2.619849 
-1.062137,2.31657958,0.824577025,2.504912 
0.445485,-1.44450632,0.642447916,1.493352 
-0.816028,0.60140475,0.527486937,-1.451106 
-0.50217,-1.12611864,0.064439494,-0.435776 
-0.941428,-0.6879729,0.625039515,0.446072 
-1.354507,-1.2709278,-0.360536947,-1.156974 
1.929783,-1.86921966,-0.122708076,0.190228 
1.770976,2.68239837,-0.862160796,-0.38995 
1.371115,2.35539808,-0.69853324,0.156188 
-0.154141,1.90584985,1.172487397,2.426993 
2.522959,-0.20654894,1.404807002,0.001548 
0.672153,3.38076506,0.351526487,1.795696 
0.801686,0.90740655,0.122166297,-0.39789 
1.417693,1.09830982,1.735151928,-0.745124 
2.862363,1.88553169,0.588332948,1.335581 
-0.08287,3.80694279,0.586374633,-0.056873 
1.058775,-0.1151893,1.235897746,0.208998 
1.482068,1.4611095,2.273818535,-1.245288 
0.617235,2.01561248,0.077481523,2.699013 
-0.487844,0.85795665,1.071276795,-0.107156 
-0.675862,-0.66834628,0.462185747,0.778087 
0.64003,-0.92593094,0.763410522,2.360933 
1.974903,0.8896417,-0.221007768,1.093691 
-0.167179,2.74511517,-0.171853757,-0.963213 
-0.984855,-0.23237881,0.429099676,1.548124 
1.018708,-1.3590999,0.729023034,-0.054531 
2.269229,1.40581704,0.177676212,-0.279092 
-0.216092,3.06345915,-0.485958951,-1.163446 
2.238865,-0.2917242,1.22030461,1.794535 
0.285332,3.06724505,1.221576111,1.112927 
2.004876,0.39661148,-0.050462118,2.374562 
2.574499,2.68653384,0.609414307,0.354334 
-0.228704,3.44982866,0.556780906,-1.188778 
-1.439816,-0.31561152,2.70534181,-0.158573 
2.077593,-1.98694608,0.593979439,-0.831196 
0.242688,2.88785427,0.170531654,2.312977 
-1.476924,0.3276288,0.001174853,-1.141227 
1.813851,-2.03815512,0.584299598,0.632397 
0.210492,2.52125289,0.451931904,1.376074 
2.350804,0.28205928,-1.226327033,1.327601 
1.523599,3.22060148,0.583400462,-0.876689 
2.072987,2.10256662,0.419750388,1.331473 
2.438385,2.75707271,3.40060148,1.8959 
2.085328,3.2674359,1.126154979,2.960616 
1.542937,2.89860592,2.192663078,1.122397 
0.088484,2.05210621,1.48697436,1.898854 
0.354008,0.12122308,0.962623598,0.842654 
-1.435742,0.49207112,0.221042124,1.748918 
2.8788,-1.96696654,0.258795002,1.292966 
1.00702,3.943956,0.58841903,2.797148 
1.866394,1.3393366,-0.941170928,1.812697 
-0.780246,2.50096796,3.41404392,2.802223 
0.997742,-1.06893702,1.492549868,1.82356 
-1.100158,1.33697428,2.405861484,-0.701699 
-0.076245,-1.46321014,-0.055166144,2.978102 
-0.335866,-0.10445565,0.728159455,1.109323 
1.285896,-0.46013642,-0.741822388,2.963273 
2.134795,1.7359596,0.130905845,0.588397 
0.923525,2.92466915,-0.201913229,0.312615 
0.265392,1.22828825,1.4819697,-0.253631 
1.802742,0.36358704,1.583841192,2.277811 
1.814866,2.39764686,1.11349907,1.621109 
1.983041,2.4500691,0.299983723,1.308475 
-0.942807,2.73659658,2.074141019,0.495349 
-0.365261,-1.25393331,2.532066336,2.982789 
-0.749231,-0.49675496,0.590489487,1.912471 
2.626101,-1.01895416,-0.497123987,2.719823 
2.746503,3.51897534,-0.038572182,2.261698 
0.821156,3.73524408,-0.339666622,2.970593 
2.653533,1.12498372,1.306072109,0.938957 
2.85472,3.58226955,3.354957468,1.332858 
2.831125,3.8253248,0.596243976,-1.132142 
2.727554,3.7937075,3.475687986,2.167375 
2.150865,3.79130006,0.792051968,-1.443982 
-0.980498,2.9251764,2.873532325,2.030935 
0.3795,-1.33347728,3.592170054,1.773205 
-1.046496,0.51612,2.403134064,1.793998 
1.378584,-1.43369952,-0.473403867,-0.191413 
2.597795,1.88866008,0.1851612,0.364361 
0.513917,3.4810453,-0.063728918,1.37419 
0.022143,0.69892712,2.087546681,-0.906032 
2.048705,0.03077877,3.486993035,0.7364 
-1.362774,2.84769995,0.35473178,1.377348 
1.91379,-1.89425586,0.199082837,1.303546 
-0.288107,2.5836165,1.489941977,0.761495 
0.202807,-0.39182552,-0.179908613,1.225235 
-0.974125,0.27581752,0.515870145,1.709454 
2.239861,-1.31506875,-0.160888202,1.073343 
2.994583,3.11340679,0.397895841,0.457287 
-0.869516,4.01274122,-1.13506875,0.077471 
0.965527,-1.16515144,2.016910006,1.247745 
2.68206,1.33242726,0.581274122,1.964433 
0.295552,3.6744222,-0.763772666,1.001158 
1.513326,0.40195072,0.806240812,0.173359 
-0.427066,2.10352314,3.560468424,1.609213 
2.206565,-0.57226844,0.425189939,-0.894534 
2.18178,3.06712535,0.979338793,-0.120277 
-0.893595,2.9890386,0.008319468,1.804631 
1.758473,-1.24209705,0.885438831,-0.45754 
0.176324,2.42669274,1.016930808,-0.183346 
2.919479,0.24509036,-0.937887345,-1.367564 
-0.821975,3.88290707,0.762406258,-0.087763 
2.165682,-1.12610575,0.194705422,2.872271 
-0.840933,2.98864116,1.500188404,0.178127 
2.135788,-1.11844089,-0.732145658,-0.267183 
-1.345389,2.96874532,1.554774934,2.774149 
-0.336704,-1.78936737,-0.658830668,-0.359175 
1.007426,-0.45118336,2.970620601,1.019076 
-1.321001,1.38017362,-0.678896338,1.282825 
-0.85233,-1.82298138,0.13036983,-0.845463 
2.298209,-1.1335989,0.46983646,0.656061 
-0.848478,3.14854633,-1.442453428,2.885291 
2.818725,-1.1454453,-0.103399725,0.694416 
2.558092,3.7770915,0.998622046,0.983371 
-0.076629,3.50458604,-0.50726718,-1.108115 
-0.963629,-0.10191657,2.29517124,-0.899765 
-0.180848,-1.31053544,2.457980926,1.360587 
-1.147083,-0.24595328,0.159616686,1.500878 
1.25462,-1.59444537,-0.907744415,-0.654669 
0.485677,1.693737,0.079159155,0.955124 
0.840516,0.64595041,-0.12294462,-0.912496 
-1.216268,1.14310176,1.24705431,-0.170975 
-0.520411,-1.6419618,0.832409914,2.054106 
2.392736,-0.72337129,0.900154109,2.137047 
0.672745,3.18233888,-0.31258854,2.724054 
0.962617,0.92166065,-0.065946239,2.796035 
1.56791,1.29953295,3.330515491,2.852609 
1.009161,2.1166785,0.640830325,-0.007389 
0.124193,1.38255057,0.803775816,-1.30912 
0.64329,0.16766055,0.370501065,2.781798 
-0.263837,0.8555757,0.636241688,-0.843047 
0.572327,-0.35881832,0.29568578,0.985144 
2.726007,0.77836472,0.445228467,1.637551 
-0.899213,3.76188966,-0.150112854,2.196822 
0.857704,-1.21393755,0.966148367,0.003886 
-1.196147,1.17505448,0.255237793,0.240521 
0.182592,-1.63872139,-0.402690024,-0.348646 
-1.237492,0.25015104,1.014288681,-1.296385 
0.762402,-1.70773896,-0.065808209,1.839792 
1.42738,1.05211476,0.24003625,0.349543 
-1.065677,1.9840582,-0.844643376,-1.340213 
2.816875,-1.47063426,0.821790004,2.763183 
2.185243,3.8872875,0.993463862,2.754659 
0.633497,2.90637319,-0.290602963,2.210004 
